review_idx,rating,review_text,cleanliness_sentiment,staff_service_sentiment,wifi_quality_sentiment,location_accessibility_sentiment,safety_&_securiy_sentiment,cleanliness_confidence,staff_service_confidence,wifi_quality_confidence,location_accessibility_confidence,safety_&_securiy_confidence,cleanliness_evidence,staff_service_evidence,wifi_quality_evidence,location_accessibility_evidence,safety_&_securiy_evidence
14741,1,"definitely not best resort, 3 girl friends stayed caribe club princess end september say quite disappointed, traveled group dr handful occassions stayed beautiful resorts, easy going group mid-20s love fun vacation say resort ranks lowest resorts stayed, check-in wait 2 hours check-in rooms, n't lik",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,1.0,1.0,1.0,"room hot felt like no air circulation, pools nice use touch needed better cleaning debris accumulates","check-in wait 2 hours check-in rooms, n't like arrived morning early evening expecting rooms ready, finally got rooms waited 45 minutes luggages delivered room",,,
17798,1,"shock, say..very disapointed, wife traveled punta cana times resort far barrel, wife changed rooms 3 times day, room dirty phone room not working, rooms small similar rooms motel 6. ants rooms room stayed cigarette burns sheets gross, wont bad food dont really type trip food, thank god tnt prides se",negative,positive,not_mentioned,not_mentioned,not_mentioned,1.0,0.8,1.0,1.0,1.0,"room dirty phone room not working, rooms small similar rooms motel 6. ants rooms room stayed cigarette burns sheets gross","thank god tnt prides service got place majestic day, life saver",,,
19932,1,"problem komaneka hotel lovely 15 minutes outside bali, complaint not staff friendly helpful management, decide days change hotel closer town, hotel given day notice leaving earlier originally scheduled.the hotel fourth full.we charged 200 leaving early, understand policy hotel not, not recommend hot",not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,1.0,1.0,1.0,1.0,1.0,,"complaint not staff friendly helpful management, hotel given day notice leaving earlier originally scheduled. the hotel fourth full. we charged 200 leaving early, not recommend hotel incident, unfortunate beautiful hotel greedy management",,,
14382,1,"rude young manager, terrible service man hotel not bad problems lifts, misses bus got stuck stay stuck 30 minutes, complained young man possibly manager reception lauaghed said waiting 10 minutes, man refused pay taxi compensate misses bus poland, service man worst seen life plain rude actually tell",not_mentioned,negative,not_mentioned,negative,not_mentioned,1.0,1.0,1.0,0.9,1.0,,"rude young manager, terrible service man hotel, complained young man possibly manager reception lauaghed said waiting 10 minutes, man refused pay taxi compensate misses bus poland, service man worst seen life plain rude actually tell lift 10 minutes, lift broke half hour, reported soon broke complained missed transfer laughed",,misses bus got stuck stay stuck 30 minutes,
5327,1,"deserve better believe good thing hotel breakfast, actually takes little good rating guests, here__Ç_é_ remember depressing location didn__Ç_é_ feel safe night small rooms totally outdated bad satellite reception unhelpful staff unable speak english bush__Ç business center simply doesn__Ç_é_ make se",negative,negative,negative,not_mentioned,negative,0.9,0.9,0.8,0.0,0.9,small rooms totally outdated,unhelpful staff unable speak english,bad satellite reception,,here__Ç_é_ remember depressing location didn__Ç_é_ feel safe night
20147,1,hey folks not bad point bad.i planned trip punta cana family hell arrived took 3 hours check kids gave room overlooking party stage bed 5 people said pay no meen room beds.it discusting change lock no keys day.bugs insects whould crawl floor not big beuro clothes away.the day goes second room not cl,negative,negative,not_mentioned,not_mentioned,negative,0.9,0.9,0.0,0.0,0.7,it discusting change lock no keys day.bugs insects whould crawl floor not big beuro clothes away.the day goes second room not cleaned fed finally pay clean cleaned again.now mind going running people going thing.the food discusting...alot places hotel dirty tried pool.,the people working host s t.no wanted help free.,,,it discusting change lock no keys day.
12686,1,"night share toilet 14 people, booked new yesrs holiday hostelworld.com dont review site, not chose stay hostel, facilities dirty unclean completely unappealing, single unisex toilet cleaned day considering used people joke time covered urine vomit facaes, rooms not clean start certainly n't 5 day st",negative,not_mentioned,not_mentioned,neutral,not_mentioned,1.0,0.0,0.0,0.6,0.0,"facilities dirty unclean completely unappealing, single unisex toilet cleaned day considering used people joke time covered urine vomit facaes, rooms not clean start certainly n't 5 day stay...inadequate showers clean dated...basement room placed dire need redecorating outside doors leak water paint peeling disgusting marks wall floor needs wash",,,good thing amsterdam location n't better,
5185,1,"kidding, arrived overpriced little poky place 3 huge bags offered no help narrow alice wonderland stairs, passport got kept arrival returned check-out, minibar small fridge water, told lock windows theft, walls, bedding old bathrooms shared, promiscuous guests, breakfast joke self service washing di",negative,negative,not_mentioned,not_mentioned,negative,0.9,0.8,0.0,0.0,0.8,"walls, bedding old bathrooms shared",offered no help narrow alice wonderland stairs,,,told lock windows theft
7840,1,"surrounded warehouses staffed neophytes, stayed night leaving once-a-day early morning flight remote bahamian island, international boat town n't priceline accept bid 4 star 239 course week bidding, intercontinental not worth sunny day not airport shuttle service runs hour feel like airport, drivers",not_mentioned,negative,not_mentioned,negative,negative,0.0,0.7,0.0,0.9,0.7,,staffed neophytes,,"international boat town n't priceline accept bid 4 star 239 course week bidding, intercontinental not worth sunny day not airport shuttle service runs hour feel like airport, drivers trips rental car lots people n't staying hotel making 10 minute trip run hour-long airport route circuit",shady dealings
20460,1,"june 08 stay stayed hotel june 6/6-6/8/08, read reviews website stating loud weekends travel san juan r r wanted new kid block try, hotel beautiful, pools small beach nice, staff friendly especially caribbean standards live caribbean, rooms large stayed ocean view room completely gorgeous, say compl",positive,positive,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,0.0,0.0,0.0,rooms large stayed ocean view room completely gorgeous,staff friendly especially caribbean standards live caribbean,,,
18535,1,"neveragain room nice large noisy no door bathroom.mini-bar n't soda beers.drinks no alcohol really, ask alcohol watch carefully make sure 1/4 oz.no free brand alcohol, heard flavor match.ground beautifulfood fair poor, lot breading little meat, cooked staff hard time understanding english, time brin",neutral,negative,not_mentioned,not_mentioned,not_mentioned,0.6,0.8,0.0,0.0,0.0,room nice large,"cooked staff hard time understanding english, time bring wrong item thay nice it.",,,
1824,1,"beware scam according clerk couple room near complained tobacco smoke refund 1 night lodging, little later clerk said refunded 2 nights room-rent, n't stories straight evidence scam, event insisted non-smoker required pay 250 clean, scam outrageous new delhi, refused pay contest charge amex, motel j",positive,negative,not_mentioned,positive,negative,0.9,0.9,0.0,0.7,0.9,room clean good-sized larger bathrooms tokyo,"beware scam according clerk couple room near complained tobacco smoke refund 1 night lodging, little later clerk said refunded 2 nights room-rent, n't stories straight evidence scam, event insisted non-smoker required pay 250 clean, scam outrageous new delhi",,motel just right,"beware scam according clerk couple room near complained tobacco smoke refund 1 night lodging, little later clerk said refunded 2 nights room-rent, n't stories straight evidence scam"
2842,1,"hell earth wish read reviews booked vacation, agree single bad review site, arrived santo domingo july 7th, reservation paradisus july 17th, husband fly punta cana day drove 4 hours meet him.originally booked room husband 7 year old son, thought figured bring sister babysit husband time, thought hea",negative,negative,not_mentioned,not_mentioned,not_mentioned,0.9,0.9,0.0,0.0,0.0,facilities dirty unclean...ceiling fan making lot noise bootleg minibar did n't work ac leaking no toilet paper holder,"requested room did n't booked day, payed 2 rooms saturday received second room sunday 6pm, finally got room ceiling fan making lot noise bootleg minibar did n't work ac leaking no toilet paper holder, ordered room service got room late, food got",,,
